ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10
816.41,92.62,215.66,528.93,402.81,727.47,352.26,860.85,521.44,432.62
891.37,722.87,695.06,410.65,742.33,237.26,498.24,221.91,45.02,947.14
943.06,627.37,916.03,538.31,47.45,469.34,124.64,728.53,701.0,860.22
899.43,331.58,71.23,144.14,892.88,261.79,366.79,289.52,962.0,970.51
556.61,504.81,781.64,541.76,724.76,724.08,576.29,748.13,440.62,439.13
400.02,776.62,455.53,811.94,105.73,924.23,208.91,803.31,265.81,66.63
532.54,384.64,897.51,954.42,790.62,14.89,562.86,534.02,595.16,882.44
670.26,291.27,956.99,325.47,242.67,66.9,789.63,290.05,767.6,29.98
877.69,947.21,32.23,468.2,287.13,396.8,262.4,365.22,627.72,798.65
10.33,693.14,137.92,512.31,11.72,846.08,163.67,691.87,900.75,753.84
959.78,367.74,769.38,114.59,755.11,580.97,78.03,9.38,583.75,162.98
24.32,949.52,538.66,907.74,692.59,676.2,468.22,304.21,2.82,936.43
969.61,996.87,229.71,438.86,587.8,282.58,43.57,328.71,212.83,79.04
942.42,49.5,733.99,38.03,676.8,434.05,680.95,418.95,664.07,676.9
906.77,55.02,132.69,39.29,730.01,608.44,353.8,418.99,170.89,972.57
368.6,137.41,760.72,270.44,606.29,899.34,573.13,626.12,353.11,888.63
462.35,883.03,857.97,627.52,232.36,951.72,186.41,638.18,884.43,305.05
321.13,745.7,213.17,493.14,912.45,246.01,764.18,628.12,840.06,571.4
216.15,714.83,401.97,987.2,457.86,396.28,847.27,757.8,629.13,401.03
672.43,753.1,93.19,781.27,126.55,810.38,620.25,811.02,720.02,927.73
260.18,399.84,973.79,736.18,979.25,259.16,678.97,46.35,433.83,882.28
1.87,196.58,81.24,82.82,110.02,299.47,6.03,502.04,829.86,922.71
507.91,808.76,350.43,266.79,764.49,887.5,788.9,293.48,590.5,37.3
845.1,919.52,612.5,404.24,546.72,67.51,245.56,841.8,619.77,457.9
449.27,482.65,584.66,758.86,560.49,727.74,242.43,433.22,948.23,203.77
319.4,810.35,62.02,909.01,111.81,267.19,774.9,963.9,475.38,253.26
407.22,715.34,856.39,138.88,746.76,733.74,993.37,402.45,971.87,410.39
906.13,231.49,733.72,828.33,995.39,764.46,441.32,386.99,380.21,367.18
692.49,47.49,104.24,979.34,626.22,173.79,623.51,560.63,687.78,99.78
719.0,967.02,797.64,438.25,423.39,928.62,632.58,373.07,521.11,13.1
534.97,362.11,863.78,835.87,271.34,836.02,274.4,24.67,91.68,145.79
347.49,851.6,756.83,592.33,137.42,857.95,109.1,687.17,350.92,461.23
819.01,456.63,572.62,250.49,162.84,5.4,237.11,679.41,474.31,397.51
836.92,995.48,93.35,622.38,413.28,846.91,160.39,11.41,897.14,979.61
241.47,65.45,904.61,281.9,791.78,554.1,894.84,768.36,302.95,832.12
579.37,128.67,160.0,237.63,89.61,353.45,396.85,83.63,335.81,421.85
97.42,267.68,556.53,582.78,561.32,860.87,35.15,957.84,116.37,235.54
304.44,644.1,651.91,556.75,805.21,650.17,624.93,441.97,38.81,88.33
92.73,365.18,737.78,458.75,209.39,878.82,270.19,440.22,973.37,796.67
241.32,148.78,79.84,26.04,924.45,451.42,987.98,71.17,8.04,621.66
78.92,677.49,911.22,436.82,953.95,837.05,480.49,94.07,565.24,297.94
268.45,371.82,64.06,875.54,470.01,116.45,878.51,303.03,558.89,930.32
151.37,416.04,965.68,580.97,847.49,947.46,122.12,174.58,366.62,959.04
401.16,85.79,291.53,263.84,705.03,497.68,721.85,540.81,714.26,659.89
764.01,582.59,456.61,836.04,444.34,560.28,647.49,967.18,666.8,926.96
805.44,587.11,919.23,984.62,356.89,819.66,717.76,440.93,504.16,788.24
342.62,897.28,859.89,110.97,200.89,626.75,416.69,858.96,826.47,261.21
69.35,10.22,811.94,923.92,886.55,388.68,910.04,996.33,479.99,886.97
712.85,516.96,494.1,223.41,532.84,153.02,929.05,101.63,366.58,801.48
312.88,937.37,198.63,959.63,88.4,979.28,270.29,231.27,161.4,993.31
949.57,412.0,749.55,807.67,734.73,163.35,555.75,95.45,909.17,442.88
366.39,678.63,117.1,334.08,938.23,726.35,468.47,312.64,163.35,899.31
651.98,468.58,168.07,208.96,95.2,147.51,649.63,118.22,661.72,630.22
494.37,929.28,803.98,687.37,891.06,844.26,385.13,153.49,393.61,385.81
808.15,60.28,834.45,878.32,676.89,222.31,448.59,951.22,289.28,979.87
599.76,826.54,299.77,395.03,839.33,352.04,653.28,22.26,287.3,413.77
439.35,198.06,531.71,391.43,640.38,306.44,172.76,225.73,173.28,47.35
158.57,878.35,719.32,100.4,990.39,732.43,553.8,647.25,594.22,908.19
373.32,450.65,339.35,763.17,404.19,31.02,333.32,838.2,300.43,46.68
469.08,290.45,366.0,548.62,574.09,23.05,238.04,545.17,718.12,513.55
314.7,381.4,216.46,508.94,280.64,637.6,691.62,358.1,588.86,181.66
284.48,951.68,347.01,52.07,230.95,524.55,828.21,430.5,186.82,311.73
661.23,963.84,901.37,689.7,409.75,496.26,886.49,953.84,598.53,480.22
976.02,375.37,340.24,33.19,581.92,438.18,686.92,757.97,819.93,330.42
478.25,496.91,683.39,398.74,923.37,953.01,675.93,525.62,971.93,740.46
556.49,335.87,259.49,954.14,397.7,165.98,965.6,452.67,323.66,199.55
985.78,892.1,980.43,373.74,970.21,13.62,352.59,577.72,434.25,141.33
499.24,46.46,330.32,189.37,705.34,164.29,694.72,625.2,572.23,938.79
174.64,699.36,846.27,658.72,505.27,671.34,567.51,866.77,43.5,263.17
309.69,297.66,651.99,885.35,96.38,67.58,48.49,795.93,490.38,38.45
704.96,301.29,987.58,49.46,266.23,717.2,491.18,97.26,436.43,55.92
875.65,253.03,334.04,776.91,968.39,533.77,537.19,730.54,985.18,414.91
690.87,713.83,192.52,811.94,338.53,901.01,488.3,323.52,20.18,881.61
659.81,368.43,900.82,136.05,754.99,215.37,634.12,393.6,448.09,0.32
768.64,876.49,621.63,55.25,842.56,713.78,919.82,548.26,562.9,112.46
167.7,89.6,748.37,934.12,188.29,420.75,142.98,938.03,863.28,587.23
924.84,391.77,483.7,773.08,485.78,969.89,25.61,294.76,83.32,916.58
641.66,779.31,68.54,437.86,562.06,944.18,145.26,96.79,629.09,451.77
387.18,100.2,841.76,711.5,67.59,820.7,241.64,522.13,823.35,374.11
963.04,121.08,893.76,930.64,225.46,23.72,749.61,31.34,970.02,878.2
607.61,163.6,829.58,666.32,523.09,968.22,80.42,748.1,746.4,203.89
802.46,112.55,212.92,297.77,464.33,444.15,977.9,770.44,498.88,186.48
895.16,51.12,360.98,961.0,345.24,405.94,405.79,432.28,792.43,496.18
291.76,212.94,423.15,251.1,69.49,860.05,572.63,428.13,967.34,132.89
638.75,428.59,896.28,253.07,886.72,688.08,391.5,643.38,760.33,174.45
153.69,183.79,253.37,422.41,776.63,960.94,423.24,909.03,610.02,83.13
855.27,12.64,889.1,133.78,231.04,68.9,785.67,787.74,571.71,349.71
224.95,736.24,116.16,711.4,470.03,244.39,486.13,595.7,109.88,316.97
159.37,792.55,378.02,15.37,503.21,50.0,494.94,975.31,781.07,46.06
440.92,100.77,456.3,673.33,63.32,944.9,910.06,647.65,437.85,885.57
317.41,730.95,919.64,216.83,376.99,655.07,208.07,66.7,497.16,308.68
633.78,100.49,226.82,0.8,124.48,959.92,155.33,681.05,255.8,62.77
171.74,765.4,95.19,632.65,975.28,797.45,743.02,586.28,725.28,262.22
371.63,125.53,545.31,58.1,33.72,889.78,473.13,260.57,971.52,131.37
473.31,440.58,653.55,707.86,719.53,810.04,983.28,247.46,542.57,844.94
13.66,773.23,666.14,658.84,622.93,794.3,585.9,157.61,140.73,152.41
999.13,668.95,947.6,421.25,30.82,861.1,546.43,567.98,435.36,313.66
317.86,45.55,822.09,589.09,739.43,639.33,724.52,109.02,446.25,738.42
605.02,658.34,327.61,303.41,762.78,433.85,412.63,278.69,16.62,266.29
679.87,845.64,900.1,647.53,834.39,641.15,171.63,778.43,134.57,32.11
618.62,42.15,296.13,745.43,2.38,777.73,920.96,279.96,500.09,282.33
941.33,471.82,765.5,98.83,412.83,60.47,883.56,903.62,453.46,793.61
935.98,851.92,631.1,800.38,719.15,51.3,849.93,441.03,163.14,6.55
801.61,119.01,701.17,529.72,100.74,359.31,394.61,58.06,464.46,137.97
85.01,745.29,594.19,874.52,666.27,879.18,990.63,540.52,533.22,701.48
836.35,966.17,620.28,320.71,219.94,192.57,959.25,34.35,728.67,326.63
410.61,302.38,68.9,73.51,549.1,984.48,73.96,863.41,83.51,686.32
644.4,441.69,690.83,452.05,822.17,578.6,524.59,935.28,178.23,247.87
917.36,748.62,186.79,814.7,129.7,106.0,673.18,530.03,784.46,882.94
166.07,656.96,701.23,41.21,556.68,634.54,603.95,236.91,157.24,247.64
954.7,216.61,411.35,591.12,499.01,858.36,8.15,919.65,513.37,557.84
615.15,558.18,753.33,362.7,779.79,326.69,268.17,658.66,878.16,713.51
279.66,706.13,110.93,249.64,766.49,480.39,764.56,639.61,143.89,953.9
667.47,161.8,412.46,865.11,288.04,598.66,589.72,11.74,669.95,607.96
119.76,339.33,822.0,332.4,451.1,961.13,783.52,193.88,70.54,48.52
390.57,869.6,812.58,844.83,714.43,737.46,287.25,922.18,53.06,950.96
352.71,421.35,349.76,110.72,563.79,167.42,930.35,301.23,944.21,185.75
802.13,316.04,636.08,451.37,104.87,877.21,110.65,988.92,709.82,34.96
503.84,714.91,387.05,228.37,679.38,939.0,71.09,193.01,908.76,0.23
429.37,147.88,117.14,542.24,460.24,580.54,471.0,681.64,736.28,688.83
307.79,903.11,109.05,276.43,893.75,31.77,58.65,77.8,523.42,431.71
341.67,640.85,641.2,991.0,748.29,219.63,639.89,599.32,573.94,78.52
526.97,539.55,175.14,358.97,949.62,181.42,67.96,60.46,571.04,714.86
225.55,674.04,219.54,287.23,899.7,373.36,67.38,143.69,891.4,780.22
889.68,991.7,810.41,434.39,936.52,828.65,203.65,421.5,187.78,955.25
126.58,32.17,929.02,109.0,905.58,963.75,386.38,577.77,347.66,165.0
451.96,430.86,785.11,656.9,486.92,582.79,109.86,229.64,88.87,815.26
868.73,403.26,900.54,804.68,785.54,321.63,967.49,140.65,97.09,632.94
641.71,524.29,594.29,567.92,550.05,334.56,196.23,134.09,491.78,731.29
386.68,111.98,743.52,679.32,161.7,795.86,478.7,437.42,671.74,809.37
719.64,646.81,744.61,119.28,695.35,337.32,448.73,509.28,894.07,349.97
20.21,285.16,442.87,163.88,406.46,579.09,635.71,988.39,995.31,383.85
507.26,222.0,186.76,601.3,396.44,298.71,242.87,55.01,261.46,664.85
221.9,798.06,999.37,518.79,993.33,164.05,810.27,468.73,488.98,476.75
5.66,332.29,882.28,828.6,326.04,183.14,2.98,299.32,478.62,284.66
256.82,870.79,199.17,939.15,652.1,146.22,371.01,552.71,608.35,108.44
905.59,924.04,558.22,349.67,198.2,24.37,951.04,816.37,749.39,261.68
131.31,831.93,934.35,676.42,684.04,664.09,178.21,912.55,197.6,750.96
379.5,184.96,862.93,37.59,652.62,699.11,531.92,916.38,535.77,291.58
146.98,584.84,870.62,901.4,425.29,837.28,844.07,718.34,829.06,793.81
524.46,510.99,764.65,435.77,130.22,224.84,477.15,867.8,605.31,868.99
201.89,980.21,271.67,400.63,399.48,266.16,604.13,243.58,486.02,545.04
318.89,31.57,862.63,771.56,591.67,7.88,903.84,376.27,101.94,220.74
207.45,421.62,274.01,226.24,432.03,964.01,123.15,545.32,133.68,868.39
185.35,683.44,64.92,238.47,426.27,458.66,602.95,715.05,335.21,256.68
390.72,663.14,971.39,330.3,835.87,292.7,464.47,812.66,720.83,518.61
806.13,727.31,837.33,458.05,847.88,723.0,916.67,985.4,642.0,317.23
923.46,12.39,162.33,905.08,621.41,152.71,968.16,42.28,723.74,687.12
552.61,17.99,851.18,340.82,911.42,398.58,369.21,604.32,613.82,945.41
956.39,843.22,96.23,971.32,138.89,184.93,268.25,217.38,824.95,416.62
607.84,704.23,726.15,302.36,259.46,778.14,56.02,574.92,816.26,913.97
562.83,639.66,461.11,563.49,479.69,645.12,613.91,113.89,751.99,509.27
203.23,106.74,234.04,128.84,674.87,773.89,12.06,408.24,41.8,250.83
501.85,1.3,805.29,141.74,423.1,126.46,380.58,268.27,271.09,343.46
311.61,526.17,439.3,525.63,509.57,87.7,798.98,720.55,847.09,939.65
741.28,670.34,928.0,256.63,245.72,91.84,458.64,581.96,143.13,337.87
935.8,849.01,8.26,720.57,644.23,415.01,351.36,333.6,247.12,941.43
915.89,921.92,40.72,227.01,684.26,943.92,678.8,232.6,835.88,304.22
76.96,418.71,119.71,645.28,823.68,714.3,177.05,13.66,372.61,129.86
809.64,681.51,868.8,408.24,154.07,533.53,326.94,644.08,267.33,423.44
553.86,387.05,964.42,283.48,527.33,674.55,413.22,812.4,270.45,433.95
485.78,629.79,184.61,347.53,801.03,841.04,523.48,760.87,639.68,369.39
288.45,153.69,684.14,178.63,728.46,517.5,950.07,490.18,896.34,312.75
878.34,52.33,783.92,659.65,540.33,729.91,122.52,610.4,365.95,380.21
824.65,639.58,991.17,849.09,377.01,219.99,38.18,820.79,933.97,925.7
498.65,582.09,812.6,736.2,284.33,519.92,319.3,444.14,503.33,743.38
65.82,164.72,10.66,71.26,135.58,416.52,681.31,348.74,783.88,959.65
962.74,80.87,578.57,281.65,302.86,837.72,832.4,203.98,685.31,40.79
4.6,213.09,353.54,596.19,692.97,376.35,249.77,673.3,604.23,840.3
138.28,69.19,852.08,984.15,659.58,861.26,441.61,727.25,231.31,545.44
336.61,108.08,863.63,503.59,909.36,496.34,555.69,811.1,544.47,105.87
442.91,841.46,110.91,584.64,300.43,446.81,454.31,911.78,288.05,880.62
804.94,49.52,753.3,295.95,63.92,198.07,703.39,220.77,803.17,788.63
368.49,234.22,485.97,495.55,809.38,370.18,507.37,237.53,990.68,422.3
303.84,341.49,321.28,350.19,352.99,844.07,45.3,279.89,968.53,174.39
878.17,860.64,758.91,631.55,684.92,757.69,230.57,848.27,848.87,629.21
556.56,444.3,327.4,994.54,156.64,805.11,796.79,551.07,456.7,682.3
877.89,106.12,248.23,657.52,803.04,738.11,383.83,449.82,962.72,765.72
282.67,507.67,885.05,501.67,84.16,868.65,364.79,702.35,482.02,36.5
944.83,552.33,606.06,953.2,606.25,351.5,89.68,561.36,799.73,709.85
91.2,447.97,274.55,192.72,798.82,685.53,147.54,753.46,632.12,152.67
445.92,339.59,28.72,24.67,55.03,670.43,732.08,64.67,540.95,815.43
991.18,728.42,945.68,111.55,636.02,494.93,808.24,758.99,108.47,954.78
39.83,459.92,888.75,575.14,177.77,925.68,769.32,478.06,166.99,894.57
650.04,299.24,263.82,801.24,889.87,643.95,182.41,136.52,813.55,68.77
644.07,26.92,169.83,99.55,941.87,750.02,223.38,499.89,244.32,903.22
454.09,253.21,277.93,705.03,610.18,565.24,26.41,447.99,181.29,522.74
855.56,406.41,632.61,559.01,317.68,584.35,346.18,806.94,894.4,186.24
768.71,960.93,504.47,868.97,780.9,430.77,602.41,947.77,85.26,743.17
936.42,392.57,915.74,901.31,95.53,954.18,690.58,36.76,333.46,738.76
38.81,699.08,0.23,41.44,298.41,306.55,643.73,707.19,573.76,70.52
879.42,166.26,324.37,731.18,823.91,404.82,989.56,48.95,173.84,515.31
932.32,870.81,816.93,994.76,691.98,102.11,841.72,699.49,466.14,918.52
460.15,36.55,558.91,972.87,641.47,260.34,174.98,411.29,500.01,311.85
395.98,517.27,383.75,82.67,741.13,834.44,230.17,610.08,48.08,995.93
677.32,783.78,425.57,783.99,714.79,412.65,14.13,504.7,52.41,156.36
527.62,290.63,253.48,521.49,94.95,449.19,82.22,917.61,686.27,125.87
103.2,903.24,214.5,238.05,213.54,758.54,217.37,525.37,125.29,31.59
311.81,508.02,697.74,961.09,844.1,290.1,319.27,958.45,118.67,428.61
64.59,386.17,533.58,339.34,948.4,770.93,683.86,8.34,282.09,779.5
280.03,163.7,394.27,348.78,113.93,562.93,533.56,960.43,333.65,533.3
17.85,318.5,560.4,741.02,345.51,419.44,64.41,951.92,255.24,486.07
617.24,704.15,74.3,608.49,57.01,489.67,603.48,787.01,177.36,905.7
955.07,849.43,863.73,603.57,879.79,75.14,250.08,617.4,92.31,363.87
92.03,396.85,267.51,357.56,253.13,192.98,54.96,863.26,359.21,932.92
760.34,518.94,675.97,790.98,464.22,65.69,586.38,767.04,613.63,767.82
502.82,343.47,836.52,864.15,790.96,550.58,123.62,993.87,128.88,852.79
853.13,653.06,564.32,413.21,367.03,522.9,235.01,290.49,713.52,370.35
588.96,474.1,98.51,356.51,834.27,430.3,628.6,777.24,266.78,452.59
68.55,220.23,322.73,623.21,472.57,262.44,288.45,177.93,424.79,459.54
562.57,35.08,419.3,448.91,426.05,588.16,211.28,669.5,21.64,26.59
784.99,420.79,471.54,966.27,154.53,281.25,640.19,307.77,544.27,29.29
13.78,997.9,133.72,636.84,55.14,499.47,537.38,606.03,793.59,192.02
590.91,620.66,39.78,545.71,168.18,871.2,940.16,335.73,88.02,61.77
36.25,54.57,255.56,395.86,326.51,726.9,424.97,939.05,200.64,378.95
784.08,106.31,109.01,92.25,718.14,295.61,584.09,731.68,350.1,106.64
873.26,796.06,28.9,328.54,197.52,620.7,453.72,64.22,299.72,610.53
146.46,238.75,609.2,113.09,598.0,198.89,717.79,560.43,333.83,262.5
378.09,190.64,847.66,574.31,62.14,376.37,199.72,448.43,869.04,463.42
413.85,663.48,499.36,751.25,166.33,990.9,712.54,298.1,566.01,421.45
677.92,445.5,165.38,794.87,909.57,915.65,639.5,448.41,321.55,522.14
95.68,461.05,568.0,914.08,474.0,371.13,39.62,579.55,565.92,416.28
355.89,136.46,117.04,459.01,517.36,791.52,470.98,461.3,86.17,623.63
466.57,4.25,157.7,118.23,608.32,701.42,313.24,215.64,776.97,459.21
564.48,461.4,366.37,700.64,20.69,790.36,703.75,846.66,517.74,170.62
620.47,567.65,997.94,603.71,407.54,247.75,0.52,296.92,369.68,385.76
490.91,928.87,467.94,729.28,776.1,657.28,868.35,454.92,785.52,102.69
227.6,826.93,600.76,133.24,878.03,670.74,138.45,84.18,528.65,448.62
204.39,197.7,466.86,867.41,344.59,259.8,907.15,445.46,255.19,108.89
976.9,323.45,281.79,144.76,731.19,215.6,997.86,852.55,667.31,768.34
917.28,615.81,393.34,941.33,764.03,582.75,723.22,59.22,389.48,751.88
196.41,854.15,865.78,493.3,27.69,164.86,955.29,815.81,396.86,291.32
756.57,812.85,185.93,244.94,292.62,744.12,824.26,141.04,874.08,209.03
715.41,464.89,449.97,209.19,916.12,341.94,367.1,40.3,141.97,426.34
6.55,18.7,195.94,913.07,640.4,515.86,252.77,125.0,804.91,387.38
832.9,56.55,501.1,480.81,643.29,635.29,0.89,370.56,787.68,921.09
860.06,985.72,501.7,578.23,100.18,771.05,362.13,658.9,42.85,559.0
561.53,52.05,227.73,600.04,229.77,702.54,88.18,92.07,321.44,773.57
37.31,406.42,16.61,999.31,229.81,523.76,704.59,598.97,754.3,264.17
620.26,141.2,462.99,781.82,695.3,49.99,575.73,205.95,541.64,378.18
627.87,564.36,79.67,325.84,955.75,226.41,881.16,57.58,516.74,593.62
139.15,184.9,613.88,974.27,38.4,194.39,731.98,278.5,14.38,979.48
733.93,982.68,278.91,543.25,807.74,464.97,589.03,329.85,885.22,100.62
924.67,714.72,330.27,44.23,456.19,94.39,998.79,462.6,430.72,824.62
116.38,212.95,992.77,493.5,634.86,628.03,380.55,449.51,870.34,283.45
636.77,177.35,699.81,660.08,914.51,613.92,256.3,799.67,660.0,720.63
925.64,607.97,819.44,80.15,96.75,908.62,428.01,698.68,338.01,651.96
866.58,975.48,319.51,785.33,962.5,678.39,835.73,394.95,443.62,505.25
578.18,88.63,511.94,520.39,97.71,426.47,106.58,42.14,68.76,10.78
395.82,947.74,797.38,31.82,221.14,850.27,478.18,921.06,507.73,431.69
880.25,725.72,606.11,341.19,582.34,847.86,846.22,892.83,952.24,556.11
204.24,124.98,960.35,474.79,386.09,474.47,949.28,517.16,981.59,952.19
445.39,388.15,975.9,970.01,349.56,647.03,779.1,974.51,476.74,776.06
938.99,260.7,628.54,305.05,973.49,360.97,460.94,552.68,336.17,191.1
211.24,124.33,839.45,811.15,113.47,662.65,673.03,789.18,116.74,922.19
223.32,234.65,168.2,448.61,133.68,498.11,740.24,242.28,755.1,433.46
311.55,147.24,395.6,933.18,502.68,142.25,549.04,625.48,798.18,653.62
15.63,46.06,147.24,348.94,296.81,9.36,517.21,844.18,995.81,649.63
650.04,866.55,167.55,672.51,695.96,647.33,989.89,385.25,342.28,486.65
772.45,878.65,173.05,665.44,10.4,633.61,280.57,748.4,521.18,15.27
951.84,859.92,449.08,868.36,305.72,627.81,497.17,830.92,163.68,590.83
173.95,660.43,325.7,924.61,364.83,873.55,667.4,142.16,21.52,73.68
763.64,820.21,756.17,606.31,30.01,585.55,981.01,179.88,659.7,27.45
923.35,873.34,214.4,616.36,708.58,782.12,524.16,966.65,894.86,5.74
956.56,761.33,426.96,316.69,936.09,317.61,531.7,705.35,417.5,80.11
366.64,944.09,821.65,742.69,625.26,283.38,366.8,269.38,419.07,726.5
919.24,143.23,273.77,421.25,837.31,892.93,638.98,193.68,726.57,462.83
484.34,948.29,425.43,761.76,861.06,319.89,91.36,95.38,220.78,398.96
611.75,426.16,910.76,662.61,141.28,37.42,927.08,836.11,13.05,216.88
218.82,266.16,149.94,383.45,685.02,340.38,427.98,997.07,929.97,529.6
419.92,129.74,792.13,38.77,932.58,605.99,305.71,424.27,943.89,701.97
607.67,109.47,317.13,930.89,207.22,771.97,106.37,720.49,914.21,943.14
13.27,846.71,231.44,249.52,810.72,933.39,287.02,412.88,955.42,142.11
942.54,11.12,900.29,220.77,183.58,87.26,416.67,384.56,428.62,375.58
350.77,758.6,903.4,89.57,690.78,11.95,625.75,596.54,243.58,310.35
635.34,267.77,898.69,396.35,729.91,648.78,382.5,637.6,6.33,692.84
773.68,43.28,930.23,249.83,958.56,756.41,878.26,292.59,67.78,556.26
674.77,552.52,902.56,6.78,343.22,381.77,408.56,819.53,887.73,418.95
329.3,674.04,415.27,608.47,643.48,466.95,217.5,842.99,0.28,207.51
78.05,289.32,86.46,198.0,466.0,696.83,581.3,744.95,984.83,943.05
467.39,967.8,247.55,418.49,43.95,402.66,87.48,282.54,538.16,492.5
466.93,341.32,876.11,993.49,825.88,929.48,749.77,210.16,373.63,85.5
880.6,63.59,481.9,327.25,415.61,687.85,110.28,503.2,715.45,857.74
489.14,297.86,214.25,475.61,952.26,122.29,725.61,341.02,804.0,321.86
381.89,629.31,832.21,8.43,164.73,837.99,775.49,653.64,119.18,855.93
3.86,756.07,42.83,850.44,592.22,597.47,102.46,697.73,769.33,200.22
441.96,304.04,834.33,425.12,589.42,738.44,989.57,688.16,226.39,807.38
536.84,714.61,51.96,959.56,277.62,623.89,657.21,474.65,737.0,551.97
21.78,322.63,615.15,670.66,540.83,813.08,910.75,151.45,989.37,207.9
567.28,867.81,876.24,660.95,727.69,255.8,573.89,483.01,85.76,108.73
690.53,438.35,625.41,239.37,760.78,136.74,114.19,900.97,195.97,99.49
863.72,797.62,591.88,989.26,906.56,947.17,688.87,559.34,343.65,197.73
155.34,508.16,802.58,660.92,719.05,131.67,645.18,111.93,395.77,717.99
851.3,532.39,859.86,326.37,659.6,70.93,897.56,118.26,595.57,843.95
543.08,180.22,405.06,957.72,731.7,434.36,131.85,765.79,0.68,948.77
905.28,620.32,881.32,286.38,324.96,547.14,658.23,837.35,406.2,400.31
52.82,441.2,94.61,567.27,913.74,536.16,60.57,822.01,94.87,905.8
959.8,829.88,32.43,89.26,386.85,23.52,584.3,98.79,594.41,445.58
755.7,380.0,673.14,486.32,422.32,599.72,319.26,157.64,621.01,28.1
0.34,349.54,715.55,988.97,577.94,169.36,384.14,196.72,492.41,666.43
295.93,881.28,514.92,525.5,385.52,67.93,23.58,187.88,502.31,770.03
378.38,105.99,295.33,24.57,158.44,997.94,34.27,818.59,48.69,719.67
733.49,211.15,132.59,34.46,137.84,348.43,591.49,54.79,509.27,244.15
882.22,750.9,805.76,88.82,531.19,50.78,556.3,964.54,96.29,757.66
692.01,713.1,584.96,282.43,398.82,95.74,277.04,279.89,75.15,265.33
289.45,616.0,313.75,545.96,586.5,989.05,298.81,689.42,884.26,69.01
771.52,429.31,890.42,740.47,44.55,609.89,918.59,619.34,396.55,591.57
691.69,190.39,245.39,101.63,111.14,176.16,680.4,78.67,104.36,928.1
339.89,637.87,702.13,425.8,451.0,858.42,48.33,222.55,593.52,413.41
681.74,712.46,30.34,963.96,411.78,975.02,607.86,420.79,331.22,458.43
4.81,84.07,556.95,525.03,507.58,957.92,56.68,441.83,859.18,799.73
241.04,516.82,517.79,934.52,664.64,603.73,483.04,470.7,234.97,981.82
642.01,581.94,351.36,789.76,263.74,82.4,85.66,62.66,549.49,764.1
398.96,520.28,596.95,920.91,606.44,662.67,353.2,981.08,517.96,505.33
608.64,807.7,727.96,375.2,168.04,322.46,411.45,321.5,505.47,144.1
3.83,42.63,915.58,807.15,36.83,415.39,471.51,163.37,989.8,4.13
500.67,121.58,262.2,990.29,799.36,680.11,437.76,288.21,51.52,404.92
275.63,231.27,256.74,145.95,168.96,354.16,548.49,803.32,523.93,724.05
865.1,851.72,992.42,469.46,763.91,40.5,290.91,446.23,305.6,708.68
670.87,161.2,180.52,513.61,126.64,631.55,835.97,340.22,786.83,158.44
165.19,925.83,731.57,283.16,520.43,155.47,291.82,100.08,330.04,724.29
784.75,300.6,754.57,389.9,938.26,169.52,935.95,115.44,239.27,470.05
154.89,630.34,410.99,171.87,970.37,930.15,176.16,523.41,431.6,942.98
500.17,286.55,200.31,73.69,128.64,368.4,766.54,848.31,778.72,871.79
67.21,458.29,327.74,42.52,783.15,268.68,7.42,272.42,914.81,144.64
646.4,91.79,980.81,80.52,316.8,19.56,378.81,547.82,896.45,10.24
810.94,314.56,735.88,92.83,627.65,640.16,736.0,146.9,642.12,196.12
56.48,863.62,84.78,783.5,379.36,803.29,462.77,163.77,95.57,733.64
784.67,320.74,537.74,853.17,199.81,473.88,713.75,987.56,231.32,870.1
958.69,174.7,301.22,132.88,945.81,585.76,789.74,98.76,827.9,217.48
770.33,687.82,327.63,76.02,930.35,11.52,714.75,493.74,710.59,898.11
645.41,410.23,531.55,493.67,30.9,590.96,13.92,371.84,58.35,878.72
135.58,368.93,577.27,658.7,437.91,217.45,139.1,933.08,387.71,417.91
373.67,743.65,269.22,686.05,38.58,442.55,46.55,955.37,923.64,884.31
351.57,39.04,638.78,887.95,752.95,782.97,722.89,64.73,956.75,574.36
62.63,748.08,271.17,149.2,188.64,544.86,30.34,548.41,828.87,349.64
946.3,240.8,521.65,633.72,664.61,978.0,629.28,782.18,346.39,781.84
778.83,943.38,843.37,830.44,856.29,839.25,494.71,502.05,949.3,452.72
939.18,603.71,597.86,600.85,661.6,604.44,655.73,604.09,25.52,696.03
979.55,541.61,368.53,931.55,840.27,154.54,356.32,733.16,346.75,178.59
945.24,483.35,197.87,548.08,209.07,217.72,552.19,566.66,443.55,397.08
508.58,852.37,482.64,937.5,193.74,658.97,242.29,708.36,232.83,77.24
409.92,289.59,565.37,197.65,975.9,584.51,526.05,916.2,189.05,859.58
798.79,447.04,120.77,194.69,426.06,950.25,188.02,517.52,930.3,131.19
680.07,629.2,504.71,214.79,207.42,983.26,646.03,625.37,69.85,334.12
318.58,419.68,287.53,960.82,686.74,748.09,224.7,959.41,922.14,341.27
721.21,611.14,649.17,720.56,830.77,357.01,644.8,160.9,309.1,908.48
453.33,792.92,511.31,363.17,863.82,283.99,46.17,462.31,151.65,277.59
