ATTR1,ATTR2,ATTR3,ATTR4,ATTR5,ATTR6,ATTR7,ATTR8,ATTR9,ATTR10,ATTR11,ATTR12,ATTR13,ATTR14,ATTR15,ATTR16,ATTR17,ATTR18,ATTR19,ATTR20,ATTR21,ATTR22,ATTR23,ATTR24,ATTR25,ATTR26,ATTR27,ATTR28,ATTR29,ATTR30,ATTR31,ATTR32,ATTR33,ATTR34,ATTR35,ATTR36,ATTR37,ATTR38,ATTR39,ATTR40,ATTR41,ATTR42,ATTR43,ATTR44,ATTR45,ATTR46,ATTR47,ATTR48,ATTR49,ATTR50
329.95,700.43,567.79,172.77,934.61,524.36,600.8,752.63,745.82,744.45,422.25,613.98,365.13,729.2,389.66,211.02,482.37,789.73,72.86,204.46,468.25,144.93,345.13,898.53,483.21,576.55,728.24,804.32,653.79,26.15,888.13,385.09,59.23,166.85,982.88,568.24,779.43,470.93,480.54,923.22,316.17,235.78,278.33,388.38,732.64,164.51,635.08,402.53,430.37,317.09
519.88,700.17,791.6,683.17,842.13,889.43,440.36,870.6,381.97,721.83,547.16,63.52,535.69,911.16,388.95,375.42,64.24,363.85,655.26,521.01,716.8,375.36,446.28,318.68,370.64,937.39,456.59,167.22,586.13,564.79,885.7,401.5,477.84,410.61,763.0,67.84,943.88,300.8,357.96,304.49,979.79,234.0,405.07,467.15,49.51,233.44,361.81,124.91,248.63,770.31
251.33,697.37,41.76,271.72,392.1,318.16,477.2,799.11,65.11,621.3,616.88,161.45,421.37,739.23,282.8,152.6,592.38,150.72,79.52,898.73,484.04,484.3,505.8,215.14,366.36,289.23,656.0,324.61,238.42,956.86,658.82,964.52,325.25,61.81,595.32,665.45,423.36,224.42,789.04,904.48,815.67,455.48,474.97,963.69,294.3,579.18,114.04,862.01,656.15,366.19
992.92,974.03,750.18,424.89,806.46,927.95,894.9,600.77,400.97,455.95,422.5,427.87,100.37,479.78,301.65,903.84,772.92,378.86,797.67,265.44,289.79,42.86,262.91,918.92,112.07,754.72,192.65,327.19,61.31,246.79,764.1,748.57,0.15,419.91,197.85,155.57,413.25,31.64,691.84,387.74,531.8,325.69,732.05,563.78,469.61,476.04,354.64,863.71,362.55,141.63
757.72,839.37,502.71,920.64,602.89,549.38,885.34,381.38,340.43,528.33,47.79,10.18,14.75,411.17,769.29,707.27,776.31,706.64,65.29,240.53,752.19,790.54,738.43,381.49,234.0,617.99,128.93,740.29,366.63,63.09,729.23,684.15,742.31,532.33,209.53,194.75,913.57,557.14,444.68,867.08,686.91,874.5,283.98,560.14,563.42,83.33,602.06,43.6,900.01,291.16
456.51,28.8,730.81,484.29,999.61,730.36,914.4,403.07,28.51,989.46,495.09,826.63,40.9,150.72,298.83,423.41,840.28,427.63,882.6,532.15,911.51,155.43,356.63,684.93,81.83,205.33,615.87,374.89,880.26,615.27,678.42,916.93,67.27,802.77,571.51,214.38,601.48,1.63,531.48,924.17,160.54,587.14,265.3,722.61,265.39,297.28,928.52,119.95,195.17,267.42
450.26,329.07,594.37,646.62,507.89,387.01,779.4,184.41,702.47,301.01,516.07,18.73,890.57,409.78,379.55,612.03,114.32,777.87,274.74,325.06,823.17,522.15,546.11,839.63,115.53,113.87,953.88,737.02,19.33,575.47,231.05,910.98,150.82,599.47,338.2,536.09,184.36,425.93,983.05,615.88,0.24,987.98,109.56,495.85,455.35,203.07,194.77,283.63,264.38,368.34
183.1,180.83,919.74,839.45,103.79,66.06,668.99,895.08,109.05,561.12,903.89,828.26,330.74,208.05,799.23,251.17,745.34,695.87,624.09,396.29,922.25,207.98,901.3,282.1,847.47,212.19,394.59,321.38,247.93,463.3,224.06,682.08,871.68,542.32,5.81,220.68,422.83,571.39,373.0,607.44,883.7,440.47,88.78,573.3,129.15,800.96,466.85,431.5,296.99,510.14
97.19,600.6,304.04,34.62,173.27,898.91,486.49,202.07,942.45,474.76,798.36,643.49,119.8,550.98,161.66,62.63,138.65,984.5,738.81,733.38,516.55,796.53,922.61,300.76,800.94,47.85,430.17,468.02,972.25,377.94,966.34,452.58,24.64,224.75,332.92,134.63,37.38,349.64,101.66,716.52,977.67,222.98,230.57,49.31,450.18,861.81,851.03,990.85,375.02,10.15
235.61,301.44,496.93,665.4,730.33,565.67,58.09,109.03,6.87,437.83,231.79,55.89,256.7,536.7,524.06,185.35,194.89,825.44,456.04,38.9,72.82,388.52,893.58,501.3,256.19,353.46,821.2,119.31,365.51,991.3,138.38,948.48,131.67,250.88,383.03,890.26,138.09,245.04,834.25,612.61,504.7,438.69,524.48,664.21,219.02,38.03,17.4,23.73,744.55,138.44
370.2,484.05,750.48,883.06,718.75,437.52,905.54,688.29,526.32,335.62,54.43,325.62,746.9,429.55,619.73,979.15,242.26,259.87,813.84,361.65,660.96,336.26,120.74,119.01,340.01,59.71,920.44,245.15,814.45,898.23,177.7,183.75,917.53,830.02,366.08,623.34,372.35,232.86,53.37,220.15,169.4,276.11,570.44,470.81,561.15,663.14,882.47,917.32,435.61,301.91
383.51,247.08,386.81,467.73,215.85,315.17,846.82,310.61,536.55,865.41,681.42,770.39,511.11,107.45,555.09,333.43,233.3,680.38,935.5,475.52,690.32,448.06,375.4,920.73,488.65,668.82,827.79,533.37,292.84,7.85,233.77,445.55,681.47,39.41,78.88,814.64,7.85,312.39,90.5,868.47,592.66,755.77,248.09,482.79,337.96,672.29,938.82,706.57,743.65,538.33
426.17,213.73,695.73,964.94,102.74,994.11,449.0,208.36,129.49,478.68,991.78,984.27,496.24,648.58,32.95,749.24,994.98,193.22,753.77,722.64,857.09,822.84,664.7,774.61,588.31,535.3,607.31,523.49,389.57,428.67,349.12,627.71,594.98,961.5,761.04,471.61,285.64,220.06,795.32,147.02,243.29,315.36,303.43,344.08,11.3,989.86,430.87,597.44,475.24,630.64
491.47,10.81,238.44,418.67,247.03,357.59,120.35,767.41,487.53,198.83,420.28,590.84,304.99,433.02,432.05,430.24,948.13,447.79,447.21,482.71,181.8,520.53,986.76,4.6,222.52,239.22,692.55,616.97,642.78,233.09,460.96,638.94,156.4,744.96,937.82,759.87,912.85,413.63,137.42,81.82,950.07,269.49,284.15,221.27,194.98,51.11,532.58,329.31,670.24,874.54
240.5,276.62,388.28,498.96,733.36,344.24,876.62,328.7,427.61,409.16,451.09,728.36,2.5,141.24,892.91,995.51,46.62,729.24,250.25,420.23,58.84,531.44,827.81,197.66,200.87,916.45,592.58,647.62,492.38,682.04,233.15,881.1,840.04,456.0,92.36,552.59,400.26,557.63,752.18,323.3,0.88,163.33,939.61,571.32,713.8,297.01,984.88,453.37,593.66,738.12
847.42,515.03,17.16,863.05,889.71,771.28,468.87,572.94,688.64,7.88,547.79,346.0,846.68,755.02,906.84,326.24,140.89,250.18,615.06,640.74,976.24,655.87,820.73,271.93,686.62,989.33,761.43,768.61,898.06,128.87,56.38,485.51,860.36,889.76,506.47,536.53,934.94,213.96,20.64,772.85,37.97,505.45,851.64,344.14,457.78,106.84,346.39,653.6,115.85,647.62
558.49,717.79,376.35,512.72,717.51,466.98,629.34,980.17,901.72,813.8,863.23,355.74,310.11,13.38,609.19,886.08,311.95,838.13,418.79,701.6,37.36,691.43,127.86,756.68,409.14,204.58,121.38,959.11,744.21,226.35,184.57,184.18,783.17,526.28,355.48,904.93,945.45,997.18,286.26,698.06,56.35,642.05,305.49,249.78,195.6,379.14,62.79,927.73,410.13,757.94
100.74,264.58,80.01,715.14,71.23,672.71,779.5,760.16,695.95,635.18,639.74,229.27,120.39,325.19,5.1,745.94,23.03,874.52,873.06,149.33,131.36,268.34,948.51,784.67,109.79,580.27,194.44,367.32,12.08,905.34,312.55,500.72,500.22,756.05,785.3,916.04,564.26,581.58,364.34,332.66,922.56,517.56,128.2,749.32,149.82,772.78,963.84,841.22,583.47,834.07
897.68,184.13,751.98,628.28,441.27,3.12,935.19,292.42,923.12,609.61,71.78,539.71,0.35,647.22,277.63,516.78,601.01,271.79,544.97,458.26,183.71,162.84,786.43,161.85,113.07,386.96,230.29,254.94,611.76,854.26,788.73,244.84,390.0,662.0,89.08,910.74,590.31,825.83,783.02,413.88,733.87,421.1,339.37,781.02,680.32,157.28,449.75,912.2,451.99,867.19
660.1,900.01,908.55,931.94,564.74,47.21,172.64,724.16,117.78,637.08,94.55,415.18,419.88,498.67,72.98,95.47,923.5,705.11,807.06,589.62,407.57,675.8,489.44,392.27,602.7,94.17,958.57,540.02,997.22,740.45,249.6,454.62,25.71,719.98,997.99,194.83,884.21,992.57,662.49,648.49,506.22,735.37,725.63,144.26,641.49,736.46,399.5,562.13,953.87,993.04
578.48,350.55,908.13,174.5,600.8,103.42,922.92,964.82,109.68,837.47,610.23,862.25,462.93,704.98,407.79,24.91,157.25,402.19,783.15,69.86,364.44,584.74,489.22,664.19,652.13,365.95,951.21,984.87,426.89,750.61,574.97,558.63,925.0,261.57,817.38,308.13,725.12,539.29,837.1,627.44,161.77,423.02,509.8,25.56,865.02,407.87,11.16,308.5,666.34,77.32
915.87,213.8,579.71,522.8,415.75,86.69,581.3,210.79,608.83,312.41,62.03,703.49,439.34,244.77,418.8,19.09,741.25,133.53,943.77,956.74,820.31,230.79,916.43,362.27,914.31,695.65,869.37,172.28,434.26,812.18,16.99,332.88,409.35,475.67,99.33,92.29,442.84,214.52,966.13,302.89,143.89,806.74,351.4,273.48,423.62,828.36,727.73,524.44,416.04,915.58
777.9,159.55,679.77,65.74,447.44,478.47,459.57,189.82,474.73,234.99,457.87,303.39,888.55,320.65,626.28,350.7,821.59,305.01,834.42,999.55,276.89,262.81,326.31,820.14,5.48,738.5,485.95,67.81,192.45,33.38,642.13,473.65,392.71,313.28,110.77,910.38,609.81,708.15,803.1,247.5,203.89,593.99,304.0,884.66,590.27,51.83,511.17,656.84,52.96,113.91
618.6,458.72,979.71,204.52,359.52,618.3,896.66,78.54,315.22,433.7,409.42,362.61,793.83,701.66,612.22,481.84,887.98,210.11,614.1,754.23,336.6,26.07,184.76,16.53,925.21,690.18,777.97,920.09,834.7,10.39,699.35,918.65,666.5,653.2,599.27,650.22,6.78,763.79,650.23,266.58,282.66,685.72,741.81,645.61,519.41,742.91,926.26,609.59,71.36,369.8
844.23,523.9,934.92,501.77,406.13,641.66,986.88,261.18,454.69,623.58,626.56,429.47,154.3,259.53,268.26,765.44,987.38,757.62,838.03,892.15,412.13,338.55,259.63,232.57,137.41,710.15,941.77,950.47,405.26,641.04,585.98,756.1,885.08,785.5,68.01,480.12,979.2,493.12,681.78,488.78,635.89,779.21,686.66,651.29,860.07,475.21,479.47,500.3,844.78,771.72
314.91,13.42,104.76,89.93,258.53,754.69,22.75,292.22,679.61,863.44,986.32,282.71,448.25,311.0,89.63,447.88,291.81,394.78,402.03,934.17,72.3,882.78,632.05,80.63,285.6,82.5,44.55,112.0,577.93,334.07,969.28,412.86,335.05,21.16,632.8,826.41,274.21,474.46,309.83,970.63,304.11,300.39,695.79,184.52,645.6,528.41,384.37,62.6,858.99,65.28
888.32,858.63,687.59,784.04,316.66,317.13,978.32,564.58,611.52,719.22,619.95,918.22,506.5,147.03,916.41,806.69,101.05,50.6,918.17,214.41,996.36,257.3,80.31,932.43,736.19,660.96,621.44,447.57,875.66,743.12,357.13,820.24,719.85,731.47,143.7,789.59,550.73,864.16,320.41,921.92,434.36,867.29,959.05,773.83,461.13,217.22,877.68,219.48,908.79,409.98
165.97,260.1,998.96,807.11,918.75,275.09,357.26,534.99,233.98,609.49,956.04,599.91,745.18,140.81,797.59,103.76,751.19,470.56,52.39,205.04,616.59,164.13,378.52,55.75,700.12,832.41,899.88,273.27,657.05,893.15,26.22,996.01,855.08,91.01,439.72,398.25,316.38,948.76,241.57,667.1,211.52,518.63,428.78,859.74,613.36,109.83,843.86,973.25,151.32,969.46
252.75,735.09,496.26,709.64,253.51,990.21,193.21,872.55,27.76,652.67,977.43,296.9,946.69,208.78,90.48,164.57,263.17,360.4,491.42,119.16,340.3,185.28,417.34,643.63,311.99,400.78,93.05,456.42,262.8,513.67,363.62,147.47,186.02,356.68,394.0,647.16,37.28,432.88,446.62,207.6,265.92,180.74,309.89,393.42,75.83,114.0,820.07,820.85,449.98,254.78
388.22,809.27,30.54,139.17,405.51,483.53,93.24,663.4,17.09,603.28,393.42,793.81,20.63,335.42,484.01,916.64,237.59,662.66,710.04,24.66,169.25,927.64,781.36,811.48,474.62,769.94,814.88,545.1,528.31,234.35,153.39,473.35,529.53,712.46,388.19,826.71,213.64,831.66,555.34,690.53,87.46,527.21,440.28,200.17,988.8,339.7,175.83,360.75,607.99,985.58
417.34,202.26,951.17,180.69,321.76,745.16,213.05,672.87,974.21,40.03,249.98,871.21,459.53,671.65,184.04,845.29,738.32,460.3,604.16,865.63,663.98,816.49,90.96,445.08,396.44,488.84,999.28,148.37,548.02,193.2,817.53,441.04,183.0,409.54,922.17,231.45,243.68,755.92,429.01,949.77,134.35,652.06,633.53,854.05,442.71,88.3,512.54,8.91,328.29,824.56
14.26,225.5,452.73,104.47,24.96,214.69,897.45,889.41,816.61,125.4,765.02,403.06,249.87,277.17,386.15,510.34,439.87,912.81,292.73,152.25,869.61,974.84,446.65,596.75,0.59,244.11,824.13,277.85,350.29,191.69,517.94,645.13,589.65,879.92,10.69,97.94,911.52,536.23,168.22,46.71,399.69,341.78,769.32,854.61,234.38,214.98,778.87,532.98,500.88,19.8
793.65,77.74,928.99,413.95,643.28,238.07,882.73,384.3,217.75,286.97,600.61,199.39,304.52,873.76,430.24,560.63,915.83,451.04,682.28,604.83,787.89,775.9,388.62,61.63,468.82,573.4,841.06,97.84,775.72,776.5,969.85,265.28,554.1,929.75,314.53,9.38,353.38,738.41,863.93,753.62,469.54,346.52,257.75,792.65,97.88,314.48,365.69,756.41,143.32,608.98
245.78,1.87,202.42,347.39,173.06,357.94,313.95,383.41,837.46,401.36,191.83,890.01,25.87,819.08,863.46,495.68,884.82,767.47,171.69,341.02,147.93,68.73,741.4,386.13,843.24,697.26,913.67,894.86,855.6,835.42,218.54,879.47,903.19,969.76,614.38,508.44,266.49,530.89,716.49,791.6,124.37,658.18,721.5,858.18,153.5,277.13,312.05,683.21,482.42,695.19
681.29,901.53,282.44,73.05,739.3,634.84,797.41,407.05,429.79,558.19,2.44,319.18,254.99,552.21,229.33,430.27,938.03,936.22,866.76,742.6,527.2,766.66,368.13,769.29,760.19,31.61,598.83,916.17,985.58,893.9,161.42,99.53,39.94,104.72,386.11,139.82,538.82,961.29,192.24,590.84,16.81,393.29,735.25,767.07,535.81,82.4,571.49,234.66,193.79,918.69
331.84,434.95,591.65,615.36,160.94,854.91,320.74,433.38,874.14,68.6,78.05,281.69,7.86,228.32,261.75,124.96,705.84,338.46,564.62,523.01,451.28,82.83,386.54,8.57,751.93,236.48,624.51,889.87,349.38,568.34,694.86,630.94,116.59,205.73,965.09,649.15,384.95,570.19,157.41,309.15,760.97,869.26,25.04,870.69,321.17,684.77,740.42,903.23,484.67,865.23
965.01,290.5,806.55,686.93,845.37,198.8,499.28,748.12,292.63,364.42,432.12,545.88,81.24,128.51,941.93,724.65,201.46,699.53,99.1,35.56,57.33,447.26,817.93,263.81,236.21,874.5,625.8,5.89,544.04,510.23,485.64,776.2,496.06,93.35,592.09,534.46,513.22,9.55,422.18,286.8,26.69,871.62,528.85,30.12,490.44,551.88,918.57,997.68,664.63,444.91
563.03,140.66,631.13,949.3,811.1,547.84,769.18,526.13,995.8,643.32,435.95,124.1,952.12,62.16,143.35,904.4,527.26,622.5,8.67,430.43,580.98,6.65,912.51,326.34,336.07,540.05,829.57,360.02,945.25,581.52,808.67,875.18,273.27,945.33,876.47,518.48,50.42,928.95,734.66,963.87,747.08,287.44,22.62,775.12,768.65,791.63,326.79,630.13,544.65,0.88
324.54,843.13,826.1,579.32,775.56,987.32,141.87,145.16,502.51,333.36,675.76,957.32,626.33,976.7,804.12,281.21,782.21,796.49,435.38,381.68,207.58,409.18,446.22,372.85,758.17,410.02,712.86,638.57,508.84,528.01,178.82,281.42,105.18,560.7,234.91,651.65,613.62,392.26,252.35,115.0,451.31,895.92,756.38,467.62,889.56,303.72,659.19,914.96,628.35,899.02
978.94,624.01,776.7,279.17,214.21,363.75,701.4,384.58,236.69,78.74,807.34,772.81,7.3,367.36,703.59,948.31,939.11,514.06,619.38,107.0,34.1,151.6,489.6,787.33,587.55,401.38,854.17,449.81,938.7,189.75,304.81,848.79,592.36,313.62,508.02,601.53,685.3,634.23,716.03,406.54,867.84,239.55,53.47,294.05,248.06,85.84,68.01,862.99,804.77,813.55
112.94,510.81,428.68,150.08,158.87,151.37,129.29,136.57,887.99,869.5,553.85,838.05,789.19,757.12,904.78,857.41,738.84,179.09,847.82,822.01,777.41,849.52,66.0,394.0,914.99,905.56,614.25,393.58,625.31,506.8,949.72,593.73,12.61,73.98,245.64,6.85,475.07,15.77,686.28,425.62,189.5,415.05,211.73,100.64,200.22,437.23,262.98,713.74,494.52,313.18
373.62,538.06,586.02,316.71,571.78,520.6,38.8,428.94,733.71,349.37,393.47,251.49,840.8,483.35,787.1,740.17,376.17,725.17,13.57,143.7,598.2,759.99,874.55,649.52,918.52,942.21,841.25,935.09,285.28,829.45,136.19,831.45,74.38,23.71,328.9,942.78,924.45,414.66,820.91,538.05,102.5,513.71,538.03,16.77,380.82,203.01,660.46,385.77,864.77,445.01
47.81,494.41,597.9,761.47,79.63,432.77,36.05,311.4,90.86,230.31,141.66,743.95,566.54,434.62,976.21,821.72,613.26,620.54,741.15,208.91,499.4,532.51,938.97,641.48,562.27,361.79,695.05,562.17,439.08,92.78,744.64,265.07,22.42,534.98,434.83,109.0,670.33,878.82,462.19,444.55,730.44,225.06,883.78,493.88,48.49,411.94,393.58,476.75,205.5,215.88
637.62,644.96,196.14,461.22,103.92,885.07,184.24,549.8,378.0,583.52,672.08,41.81,335.46,425.5,413.63,536.05,157.23,905.62,669.51,217.81,72.07,586.78,683.13,616.75,731.59,453.3,148.44,624.31,144.53,152.57,217.0,489.44,277.13,769.76,75.87,123.27,445.45,630.54,230.56,529.39,664.93,888.14,30.04,641.67,490.62,215.36,8.16,834.96,323.72,509.3
379.34,7.53,695.61,305.28,314.93,716.53,905.84,278.63,814.93,177.75,908.18,505.73,950.34,719.03,253.26,336.11,855.46,346.17,78.97,337.25,341.72,321.28,421.08,670.23,449.66,249.97,797.5,6.05,107.09,505.2,221.83,389.18,545.81,979.16,23.96,960.82,403.0,946.41,855.91,654.94,101.37,10.3,273.96,303.37,911.54,978.99,479.88,665.26,788.95,310.05
69.25,373.86,584.88,993.78,960.01,411.83,994.09,379.63,335.74,163.67,496.87,229.03,91.35,411.77,104.84,479.21,876.04,93.32,728.25,960.78,724.84,406.42,4.35,711.52,520.0,142.35,795.19,545.7,38.46,189.11,265.76,973.38,783.3,967.91,118.63,973.51,146.51,930.91,845.88,226.36,56.57,802.4,880.6,232.14,315.43,625.73,449.69,595.73,599.16,371.92
754.39,139.55,532.77,143.57,850.96,931.42,390.22,60.22,357.92,548.34,889.14,314.55,149.81,396.42,549.79,867.86,632.37,791.24,285.49,221.52,541.25,260.48,668.88,417.71,281.78,920.05,177.61,274.66,583.45,953.34,858.07,238.01,680.34,666.92,8.36,911.5,783.09,853.25,800.36,94.3,411.94,978.52,711.65,314.61,770.72,361.76,893.91,125.63,555.04,434.38
327.29,476.26,784.36,416.16,109.09,902.56,518.62,160.41,595.55,696.11,440.68,385.58,844.33,485.23,65.0,77.67,311.91,996.85,709.6,76.17,16.8,661.51,731.06,773.5,382.91,686.63,679.63,787.51,293.69,542.53,612.66,731.73,834.24,997.57,52.1,489.6,377.33,357.14,178.7,489.76,479.65,997.7,373.99,996.11,421.1,687.6,825.9,364.79,126.12,433.14
72.95,309.3,242.5,850.17,355.06,917.54,274.73,135.74,383.35,166.8,806.43,343.95,488.83,474.89,682.42,956.42,638.32,602.81,308.85,452.71,519.5,148.39,142.16,286.01,377.1,608.0,814.42,94.3,354.98,739.7,120.9,201.57,266.23,147.72,555.24,877.37,539.89,613.98,992.11,697.7,949.16,754.66,197.4,826.76,324.58,431.66,257.11,68.54,404.66,925.1
190.59,272.92,705.14,240.19,654.4,68.01,464.67,222.38,155.36,245.37,260.71,58.3,591.61,392.75,654.04,730.45,506.93,191.17,917.77,186.05,183.1,811.24,300.48,388.85,425.25,148.26,253.8,969.46,417.31,903.78,324.11,623.76,725.94,699.18,994.07,707.72,167.53,351.66,885.97,559.89,579.54,307.46,210.69,971.07,185.54,521.22,606.0,124.7,51.84,198.16
785.06,759.82,48.53,608.74,953.44,240.61,459.39,424.43,198.13,686.06,469.36,697.55,351.8,151.63,736.96,752.8,633.06,860.18,694.27,744.08,865.49,112.03,420.36,838.3,202.47,225.14,695.05,959.89,771.52,536.0,851.2,850.59,258.84,691.67,830.57,567.48,275.27,690.91,151.12,78.47,510.16,769.04,620.91,646.34,193.95,305.73,647.01,358.91,505.25,217.23
4.6,185.25,170.42,606.67,77.14,933.62,888.38,663.45,656.65,45.04,805.68,994.41,321.04,649.68,124.3,654.73,495.11,670.04,898.23,438.26,626.79,787.26,938.25,838.5,647.19,88.57,941.05,428.3,500.27,695.01,758.02,398.14,110.78,183.57,141.16,154.03,83.42,840.84,74.89,915.45,594.04,22.56,365.5,497.9,354.71,460.76,118.8,295.31,332.9,124.19
670.07,577.51,655.97,796.66,716.98,842.7,362.84,979.38,333.08,386.44,519.19,688.32,80.91,858.63,372.34,377.14,359.07,735.79,235.92,956.29,29.68,942.77,704.23,133.8,514.91,833.0,398.48,433.71,872.06,60.59,822.44,832.06,735.38,560.56,374.75,31.64,646.07,672.04,925.92,779.34,400.69,826.84,161.16,706.3,179.58,725.04,3.88,703.27,126.61,711.47
847.23,122.3,343.24,98.98,988.38,905.66,87.46,853.27,884.05,588.78,776.64,640.65,585.5,935.79,798.15,209.91,610.51,169.89,447.38,76.84,331.89,907.59,822.14,582.91,104.26,906.43,537.96,882.02,287.25,824.34,452.59,23.36,126.96,387.37,419.04,171.37,256.74,204.89,403.04,644.21,480.0,264.22,810.1,74.39,479.18,822.78,197.79,340.66,218.31,515.1
696.61,377.48,36.84,521.13,679.79,162.45,830.05,142.58,94.06,576.06,8.35,908.56,451.85,947.7,95.25,204.81,262.3,612.65,366.86,10.06,595.81,971.94,110.98,421.51,314.18,170.96,580.55,257.35,449.61,252.92,582.57,845.25,604.16,151.98,417.4,804.36,359.62,241.19,468.23,138.46,466.71,159.97,450.82,999.05,460.13,754.96,740.44,383.46,425.04,645.82
156.8,486.62,910.22,301.86,866.31,379.63,584.65,361.73,141.28,806.66,865.1,662.7,121.78,5.59,692.08,909.2,662.94,871.68,460.09,529.17,540.35,360.56,466.03,441.71,170.24,50.24,840.54,598.04,681.42,978.0,294.99,215.57,840.17,406.02,562.99,50.57,229.26,739.12,526.09,562.81,501.6,408.7,38.44,326.8,920.53,277.06,251.76,610.32,217.49,715.43
804.57,531.41,120.8,211.34,195.88,175.01,713.01,830.1,840.54,449.5,275.87,150.19,895.55,144.05,645.82,641.71,178.9,609.6,363.34,523.16,815.97,130.66,852.23,507.91,495.92,434.86,679.22,696.68,48.32,1.71,184.96,897.6,631.93,939.17,88.6,817.16,664.19,330.2,976.62,793.99,190.22,966.99,981.74,79.9,689.48,283.48,792.13,882.44,243.59,805.43
906.55,675.93,464.28,815.9,639.37,349.5,22.54,992.01,49.33,357.82,309.87,484.88,833.97,435.38,544.52,864.93,619.99,128.42,468.59,873.43,55.83,695.51,385.35,330.86,588.39,990.54,803.91,761.24,965.95,31.62,679.29,699.07,749.9,26.7,692.56,377.23,214.09,382.76,751.75,762.66,393.35,623.21,474.99,545.78,250.95,639.39,342.71,797.05,19.43,538.8
708.36,497.52,65.48,250.19,822.18,952.9,653.24,619.33,438.54,66.78,280.14,447.52,364.44,95.84,477.78,997.59,200.59,549.46,711.28,104.96,272.05,438.73,469.12,537.55,87.63,74.93,619.05,164.1,52.85,747.92,888.89,62.09,770.58,82.18,691.31,230.13,972.42,998.33,272.58,796.01,726.25,299.06,673.4,544.91,311.9,598.89,890.15,218.78,426.87,389.25
868.26,755.58,118.1,284.67,717.73,779.44,527.04,950.73,981.36,699.56,62.52,333.03,531.21,185.28,490.9,886.86,197.69,612.03,228.49,667.17,99.94,338.91,236.82,687.8,551.91,758.17,975.52,85.8,45.63,762.65,632.43,290.6,720.76,159.38,594.33,271.58,889.31,735.26,202.41,185.56,507.23,7.65,136.15,663.52,560.86,57.66,549.39,110.49,537.54,949.53
585.38,39.53,503.59,127.17,296.53,104.84,751.36,785.71,627.38,474.59,658.69,297.57,864.0,458.79,605.53,283.07,976.34,910.35,594.7,681.61,885.37,551.18,996.68,586.29,386.43,557.65,713.07,764.37,632.9,119.79,622.87,793.57,39.91,552.98,721.5,704.49,931.43,598.46,662.59,122.13,222.53,102.62,580.53,404.6,866.55,193.41,673.72,746.28,347.87,246.19
730.41,770.05,587.16,360.42,307.03,59.94,980.24,773.15,23.92,334.18,720.98,766.93,727.05,884.02,987.3,184.83,494.35,453.61,216.07,21.7,655.18,982.08,676.01,250.16,729.79,601.57,984.58,943.85,441.39,224.11,360.14,963.8,117.3,541.78,646.15,720.23,717.63,370.15,212.03,441.26,329.52,216.84,537.36,164.12,844.16,276.36,222.68,262.8,51.01,486.1
719.66,506.31,458.91,854.5,273.96,959.83,771.41,652.53,114.7,320.27,524.79,441.85,860.87,78.22,919.18,161.99,709.99,667.95,626.88,421.23,502.6,634.57,496.64,748.25,198.54,740.3,643.44,356.93,541.13,443.71,373.15,931.63,438.12,529.53,439.95,265.67,237.06,754.63,846.33,12.82,181.21,216.04,180.12,755.15,886.09,931.57,904.34,165.16,790.01,619.81
434.72,637.73,355.43,223.46,201.49,958.8,270.83,355.36,134.69,686.43,292.71,262.35,875.96,51.19,200.85,888.7,499.88,26.9,416.66,492.13,374.93,871.08,55.2,76.19,974.86,747.48,386.74,34.84,702.53,300.96,725.93,727.01,164.38,882.91,272.92,507.05,764.79,873.46,828.02,303.17,910.91,82.69,972.36,839.93,556.7,678.35,245.2,907.74,752.14,864.05
49.79,393.39,228.94,90.54,147.97,195.7,193.94,331.9,681.95,77.99,716.3,257.67,574.58,471.45,683.46,909.9,566.03,508.08,213.5,82.96,685.81,579.25,420.47,818.54,944.28,420.99,670.99,817.54,958.19,17.61,353.58,234.56,489.39,91.59,283.98,833.44,96.95,44.17,117.16,789.71,300.62,937.58,223.26,342.31,767.76,702.58,871.75,88.56,447.33,311.9
226.34,13.85,359.62,334.63,837.93,604.99,864.38,159.1,413.67,847.75,348.85,748.71,647.37,700.08,224.95,267.01,55.91,49.54,9.44,814.43,777.46,50.39,192.37,75.27,575.55,398.28,358.01,374.59,47.56,987.47,81.43,614.39,678.22,105.94,412.15,543.12,151.29,874.91,457.59,368.45,650.84,706.96,413.91,268.37,824.33,357.11,699.44,527.29,113.08,713.23
36.24,745.08,935.67,891.66,126.25,322.95,266.04,962.65,592.43,375.91,495.63,914.08,986.1,146.66,624.71,784.61,912.12,755.53,881.49,512.07,387.08,60.17,41.57,664.87,948.62,737.94,359.29,888.15,455.73,811.18,460.62,267.14,390.55,661.81,962.81,274.24,64.96,113.97,689.66,471.33,402.43,218.98,985.73,841.91,970.72,960.29,58.19,400.13,815.13,1.32
694.15,298.63,685.13,654.22,938.58,493.76,228.92,95.68,727.38,699.92,417.68,365.26,817.31,187.2,540.71,810.5,248.09,862.76,854.3,559.64,268.7,754.59,294.66,743.21,630.43,155.11,491.74,980.58,45.61,365.11,779.39,332.22,815.82,834.41,800.86,917.14,247.33,63.68,78.47,284.43,451.23,126.86,34.11,992.54,396.19,71.79,503.23,506.83,873.39,461.86
